网游名称,画面,画风,开发商,运营商,题材,模式,收费,评论,类型,开发时间,背景
新倚天剑与屠龙刀,3D,Q版,,蓝港在线(大陆),武侠,回合,道具收费,47,大型角色扮演,"游戏于2007年07月入库，
                  共2次测试","　　首款将回合制模式与武侠风格融合的网游大作《倚天剑与屠龙刀》将2007年8月内测。
　　虚实结合，宏大的游戏背景
　　《倚天剑与屠龙刀》围绕中华武侠世界中两款神兵厉器“倚天、屠龙”的传说展开，融合中华民族侠、义、道、儒等传统文化因素。中国玩...          
        <div>
          　　首款将回合制模式与武侠风格融合的网游大作《倚天剑与屠龙刀》将2007年8月内测。
　　虚实结合，宏大的游戏背景
　　《倚天剑与屠龙刀》围绕中华武侠世界中两款神兵厉器&ldquo;倚天、屠龙&rdquo;的传说展开，融合中华民族侠、义、道、儒等传统文化因素。中国玩家喜闻乐道的邪教、名门正派悉数登场。将真实的地理环境与人文背景相结合，《倚天剑与屠龙刀》通过个人侠义、门派兴衰、药品玄兵等多个系统展现出细致入微的真实武侠世界风貌。游戏在朝纲沦落、江湖扰攘的背景中架构起玩家参与其中，并能影响结局的游戏世界。
　　回合制+武侠&nbsp; 互动、爽快两相顾
　　以中华武侠为买点的《倚天剑与屠龙刀》在游戏战斗模式上选择了更具备交互性的回合制，这也是同类产品中首款选取该模式的游戏作品。在此之前，《传奇》、《剑侠情缘》、《天龙八部》等先入市场的产品无一例外的采用即时的游戏战斗模式。据了解，回合制的模式起源于休闲类网络游戏，《魔力宝贝》、《大话西游》等人物卡通、游戏节奏相对缓慢的作品属于此类。网络游戏作为虚拟社区的交互性日益显现，玩家在游戏同时强调互动与交流的需求使得回合制模式成为近两年热点。《倚天剑与屠龙刀》回合制+ 武侠的创新将快意江湖的游戏体验与畅快的玩家交互感全面结合。
　　武侠精髓，颠覆传统的游戏玩法
　　儒以文乱法，侠以武犯禁，中华武侠精髓与网络游戏艺术表现形式的结合一直是同类产品的卖点。但传统的打怪练级模式一直是玩家进行游戏的主要玩法，武侠元素的体现多少受到制约。《倚天剑与屠龙刀》减弱了打怪的强度，以更江湖味的画面设置与游戏设计着重突出武侠精髓。玩家可以选择不同的成长路线，参与历史典故的任务体系，运用五行八卦的相生相克，独具个性的自创招数领悟与尝试&hellip;&hellip;，只为打造最具武侠精髓的武侠网游大片。
　　附：研发商简介
　　成都逸海情天网络科技有限公司成立于2002年4月，是一家拥有自主知识产权、成熟产品和团队、以及丰富的大型网站和网络游戏设计和管理经验的高科技企业，致力于互联网、手机等跨平台互动娱乐服务。产品发行到中国、新加坡、马来西亚、越南等各个国家。
　　逸海情天是国内最具领先实力的使用纯JAVA技术进行大型游戏开发的互联网内容提供商，专注于基于JAVA技术的新一代游戏研发，并于2003年10月认证为国际JAVA技术领导厂商SUN公司的iforce合作伙伴。        </div>
      
      [查看详细]"
幻战,3D,半写实,上海战世,上海战世(大陆),魔幻,即时,道具收费,329,MOBA,"游戏于2014年06月入库，
                  共2次测试",《幻战》是上海战世旗下一款MOBA新游，游戏形式采用10VS10阵营对抗模式，融合了RTS与RPG的元素，节奏快、竞争性强。玩家可以化身为英雄降临到月之魔法世界，拿起神器同战友一起并肩作战。
热血侠义道,2D,半写实,梦工厂,梦工厂(大陆),武侠,即时,道具收费,53,大型角色扮演,"游戏于2014年08月入库，
                  共1次测试",《热血侠义道》是梦工厂自主研发的一款2D客户端武侠网游，操作简单，回归经典，游戏无VIP系统无灵兽系统。
达芬奇,3D,半写实,Bridea,畅游(大陆),奇幻,即时,道具收费,229,第一人称射击,"游戏于2010年10月入库，
                  共1次测试","《达芬奇》（曾用名：RHO、代号达芬奇）是韩国游戏厂商BRIDEA开发、畅游代理的虚幻3 FPS射击网游。游戏以文艺复兴为背景，独特冷热兵器造型为特色，区别与传统射击网游单一枪炮体验；游戏具有天赋迥异的八大英雄，供玩家随心角色扮演；华丽炫酷的Avartar个性设计，满...          
        <div>
          《达芬奇》（曾用名：RHO、代号达芬奇）是韩国游戏厂商BRIDEA开发、畅游代理的虚幻3 FPS射击网游。游戏以文艺复兴为背景，独特冷热兵器造型为特色，区别与传统射击网游单一枪炮体验；游戏具有天赋迥异的八大英雄，供玩家随心角色扮演；华丽炫酷的Avartar个性设计，满足复古与时尚相结合的外观和动作需求。        </div>
      
      [查看详细]"
V计划,3D,半写实,PlayWorks,,奇幻,即时,未确定,23,大型角色扮演,,《V计划》是由韩国PlayWorks公司使用Havok引擎开发，由于采用少见的吸血鬼VS狼人题材和独特的系统，还曾获得NHN公司的30亿韩元（折合人民币约为1740万元）投资。
乌龙学院,2D,Q版,,,玄幻,回合,道具收费,107,大型角色扮演,"游戏于2009年01月入库，
                  共1次测试","《乌龙学院》是一款回合制网络游戏，它和普通网络游戏的区别是，玩家在玩游戏的时候，必须进行英语学习和练习。很多朋友想学好英语，但是坚持不了多久，半途而废。我们利用网络游戏强大的吸引力，开发了这款英语教育网络游戏，让玩家在娱乐的过程中，不知不觉地提高...          
        <div>
          《乌龙学院》是一款回合制网络游戏，它和普通网络游戏的区别是，玩家在玩游戏的时候，必须进行英语学习和练习。很多朋友想学好英语，但是坚持不了多久，半途而废。我们利用网络游戏强大的吸引力，开发了这款英语教育网络游戏，让玩家在娱乐的过程中，不知不觉地提高英语水平。通过娱乐的手段，达到学习英语的目的！        </div>
      
      [查看详细]"
Project D,3D,写实,ACTOZ,,武侠,即时,道具收费,31,大型角色扮演,,《Project D》是韩国ActozSoft公司旗下Gream Studio以Cry3引擎开发的一款东洋风格的幻想型MMORPG，游戏目前已经暂停开发。
创世战纪,3D,半写实,EA,,奇幻,回合,道具收费,33,即时战略,,"《创世战纪》（暂译，原名：BattleForge）是一款集合即时战略和棋牌游戏特点的新网游。EA Phenomic曾经开发过著名的即时策略游戏《魔幻世纪》系列，此次开发《创世战纪》，EA Phenomic期望能够开发出一款融合多种元素的新游戏。玩家可以通过交换、购买或者战斗获得的...          
        <div>
          《创世战纪》（暂译，原名：BattleForge）是一款集合即时战略和棋牌游戏特点的新网游。EA Phenomic曾经开发过著名的即时策略游戏《魔幻世纪》系列，此次开发《创世战纪》，EA Phenomic期望能够开发出一款融合多种元素的新游戏。玩家可以通过交换、购买或者战斗获得的卡片来组织自己的军队，而不用费时间去建立基地和收集资源。《创世战纪》将支持大范围的玩家交流，允许玩家在网络的环境下进行卡片的交易，以及加入最多支持12人的战争。
　　游戏不仅保留了即时战略游戏的精髓，并允许玩家在网络环境中与朋友进行卡牌交易和收藏。《BattleForge》凭借多人在线的游戏设计及完整的社交沟通系统，一举成为战略游戏界的先锋之作。玩家将可以通过于2009年初在指定零售商购买游戏，连接上网，进入游戏，与庞大的《BattleForge》社区共同投入连绵不断的奇幻战争。
　　在游戏中，玩家将使用交易得来的卡牌来建立属于自己的完美阵容，并对敌人发起致命的进攻。卡牌作为战斗工具，每一张牌都将代表一个战斗单位、建筑或是一种符咒，直接具化为实物出现在RTS的战场之内。此项设置让你得以自由定制组合各种力量，设计组建属于你自己独一无二的军队。无需花费大量时间去建立基地、等待完成，在《BattleForge》中玩家可以直接投入到快节奏的RTS战斗中去。
　　《BattleForge》具有单人模式、合作模式及PvP同等级配对多种模式。合作模式中，不仅具有两人组队、四人组队两种小规模作战，你也可以选择尽情的投入12人的史诗级战斗中赢取最具价值的奖励。玩家必须保持协同合作完成任务来获得胜利。
　　拥有激动人心的合作模式及PvP任务，建立属于自己军队的能力，及包括拍卖大厅、直接交易及游戏内邮箱在内的完整社交沟通系统，《BattleForge》为你带来独特的即时战略游戏，让你轻松上手，但需要时间才能成为个中高手。
　　《BattleForge》计划于2009初推出PC版本。        </div>
      
      [查看详细]"
角斗士OL,3D,半写实,Dorado Games,,奇幻,即时,未确定,7,大型角色扮演,,《角斗士OL》里你可以带领你的罗马战士经历死亡战斗训练后，和其他玩家进行对抗，这是个强调实时的战术动作游戏。
新英雄年代,2D,半写实,盛大游戏,盛大游戏(大陆),奇幻,即时,道具收费,22,大型角色扮演,,《新英雄年代》是一款由盛大开发并运营的2D对抗型网络游戏，以《英雄年代》为基础，融合了《传奇》、《征途》等市面流行游戏元素，主要描述了数个国家之间的争霸。游戏中皇帝和文武百官的设置，让玩家可以自行管理国家，建设国家。
航海世纪,3D,半写实,蜗牛公司,蜗牛公司(大陆),历史,即时,道具收费,31,大型角色扮演,"游戏于2004年11月入库，
                  共2次测试",《航海世纪》是蜗牛游戏公司历经四年所打造的精品游戏。它是一款以中国文化为背景的网络游戏扛鼎制作，游戏围绕16世纪初中国和世界蔚蓝版一个传奇般的奇幻故事为中心，宣扬的是中国5000年悠久的历史和中国的海洋文化及华夏子孙强烈的爱国情怀。
MAZE,3D,写实,Dream execution,畅游(大陆),现代,即时,道具收费,102,大型角色扮演,,《MAZE》由韩国老牌经典游戏厂商DreamExecution开发、畅游代理运营的一款拥有AVG与FPS元素的MMORPG网游。在游戏中玩家将代表特殊身份背景的隐秘势力人物进行全球遗迹探险。
堕落者崛起,3D,半写实,Visionary Realms,,奇幻,即时,未确定,12,大型角色扮演,,"《万神殿：堕落者崛起》（暂译，Pantheon: Rise of the Fallen）是一款VisionaryRealms旗下的奇幻风格的大型MMORPG。游戏非常着重角色的培养、身历其境的游戏世界塑造与团队精神的发挥。玩家将可以探索一个开放的世界，不仅可以获得强而有力的物品，更可以得到新的法...          
        <div>
          《万神殿：堕落者崛起》（暂译，Pantheon: Rise of the Fallen）是一款VisionaryRealms旗下的奇幻风格的大型MMORPG。游戏非常着重角色的培养、身历其境的游戏世界塑造与团队精神的发挥。玩家将可以探索一个开放的世界，不仅可以获得强而有力的物品，更可以得到新的法术与技能。游戏具有以职业为基础、鼓励团队合作的社交玩法，而游戏战斗将会是具有挑战性与参与性的，玩家的决定将会直接影响战斗的结果。        </div>
      
      [查看详细]"
